===
Lewis VS. Stein
Battle 1: Lewis (AC) DEFEATED Stein (KH) : Lewis 27, Stein 25
Battle 185: That dude (JC) DEFEATED people (5D) : That dude 13, people 39
Battle 186: people (9C) DEFEATED That dude (3C) : That dude 12, people 40
Battle 187: That dude (TD) DEFEATED people (6C) : That dude 13, people 39
Battle 188: people (7H) DEFEATED That dude (5H) : That dude 12, people 40
Battle 189: That dude (TH) DEFEATED people (2C) : That dude 13, people 39
Battle 190: people (JS) DEFEATED That dude (7D) : That dude 12, people 40
Battle 191: That dude (5C) DEFEATED people (3H) : That dude 13, people 39
Battle 192: people (QS) DEFEATED That dude (4C) : That dude 12, people 40
Battle 193: That dude (QD) DEFEATED people (8S) : That dude 13, people 39
Battle 194: people (KC) DEFEATED That dude (4S) : That dude 12, people 40
Battle 195: That dude (AS) DEFEATED people (TC) : That dude 13, people 39
Battle 196: people (AD) DEFEATED That dude (9S) : That dude 12, people 40
Battle 197: That dude (JC) DEFEATED people (5S) : That dude 13, people 39
Battle 198: people (TS) DEFEATED That dude (5D) : That dude 12, people 40
Battle 199: That dude (TD) DEFEATED people (6D) : That dude 13, people 39
Battle 200: people (AC) DEFEATED That dude (6C) : That dude 12, people 40
Battle 201: That dude (TH) DEFEATED people (3D) : That dude 13, people 39
Battle 202: people (8C) DEFEATED That dude (2C) : That dude 12, people 40
Battle 203: That dude (5C) DEFEATED people (2D) : That dude 13, people 39
Battle 204: people (KH) DEFEATED That dude (3H) : That dude 12, people 40
Battle 205: That dude (QD) DEFEATED people (4H) : That dude 13, people 39
Battle 206: people (QH) DEFEATED That dude (8S) : That dude 12, people 40
Battle 207: That dude (AS) DEFEATED people (6H) : That dude 13, people 39
Battle 208: That dude (TC) DEFEATED people (9H) : That dude 14, people 38
Battle 209: That dude (JC) DEFEATED people (6S) : That dude 15, people 37
Battle 210: people (JH) DEFEATED That dude (5S) : That dude 14, people 38
Battle 211: That dude (TD) DEFEATED people (8H) : That dude 15, people 37
Battle 212: people (KS) DEFEATED That dude (6D) : That dude 14, people 38
Battle 213: That dude (TH) DEFEATED people (2H) : That dude 15, people 37
Battle 214: people (8D) DEFEATED That dude (3D) : That dude 14, people 38
Battle 215: That dude (5C) DEFEATED people (2S) : That dude 15, people 37
Battle 216: people (KD) DEFEATED That dude (2D) : That dude 14, people 38
Battle 217: That dude (QD) DEFEATED people (4D) : That dude 15, people 37
Battle 218: people (7C) DEFEATED That dude (4H) : That dude 14, people 38
Battle 219: That dude (AS) DEFEATED people (3S) : That dude 15, people 37
Battle 220: people (JD) DEFEATED That dude (6H) : That dude 14, people 38
Battle 221: That dude (TC) DEFEATED people (9D) : That dude 15, people 37
Battle 222: people (QC) DEFEATED That dude (9H) : That dude 14, people 38
Battle 223: That dude (JC) DEFEATED people (7S) : That dude 15, people 37
Battle 224: people (AH) DEFEATED That dude (6S) : That dude 14, people 38
Battle 225: That dude (TD) DEFEATED people (3C) : That dude 15, people 37
Battle 226: people (9C) DEFEATED That dude (8H) : That dude 14, people 38
Battle 227: That dude (TH) DEFEATED people (5H) : That dude 15, people 37
Battle 228: people (7H) DEFEATED That dude (2H) : That dude 14, people 38
Battle 229: people (7D) DEFEATED That dude (5C) : That dude 13, people 39
Battle 230: people (JS) DEFEATED That dude (2S) : That dude 12, people 40
Battle 231: That dude (QD) DEFEATED people (4C) : That dude 13, people 39
Battle 232: people (QS) DEFEATED That dude (4D) : That dude 12, people 40
Battle 233: That dude (AS) DEFEATED people (4S) : That dude 13, people 39
Battle 234: people (KC) DEFEATED That dude (3S) : That dude 12, people 40
Battle 235: That dude (TC) DEFEATED people (9S) : That dude 13, people 39
Battle 236: people (AD) DEFEATED That dude (9D) : That dude 12, people 40
Battle 237: That dude (JC) DEFEATED people (5D) : That dude 13, people 39
Battle 238: people (TS) DEFEATED That dude (7S) : That dude 12, people 40
Battle 239: That dude (TD) DEFEATED people (6C) : That dude 13, people 39
Battle 240: people (AC) DEFEATED That dude (3C) : That dude 12, people 40
Battle 241: That dude (TH) DEFEATED people (2C) : That dude 13, people 39
Battle 242: people (8C) DEFEATED That dude (5H) : That dude 12, people 40
Battle 243: That dude (QD) DEFEATED people (3H) : That dude 13, people 39
Battle 244: people (KH) DEFEATED That dude (4C) : That dude 12, people 40
Battle 245: That dude (AS) DEFEATED people (8S) : That dude 13, people 39
Battle 246: people (QH) DEFEATED That dude (4S) : That dude 12, people 40
Battle 247: That dude (TC) DEFEATED people (5S) : That dude 13, people 39
Battle 248: people (JH) DEFEATED That dude (9S) : That dude 12, people 40
Battle 249: That dude (JC) DEFEATED people (6D) : That dude 13, people 39
Battle 250: people (KS) DEFEATED That dude (5D) : That dude 12, people 40
Battle 251: That dude (TD) DEFEATED people (3D) : That dude 13, people 39
Battle 252: people (8D) DEFEATED That dude (6C) : That dude 12, people 40
Battle 253: That dude (TH) DEFEATED people (2D) : That dude 13, people 39
Battle 254: people (KD) DEFEATED That dude (2C) : That dude 12, people 40
Battle 255: That dude (QD) DEFEATED people (4H) : That dude 13, people 39
Battle 256: people (7C) DEFEATED That dude (3H) : That dude 12, people 40
Battle 257: That dude (AS) DEFEATED people (6H) : That dude 13, people 39
Battle 258: people (JD) DEFEATED That dude (8S) : That dude 12, people 40
Battle 259: That dude (TC) DEFEATED people (9H) : That dude 13, people 39
Battle 260: people (QC) DEFEATED That dude (5S) : That dude 12, people 40
Battle 261: That dude (JC) DEFEATED people (6S) : That dude 13, people 39
Battle 262: people (AH) DEFEATED That dude (6D) : That dude 12, people 40
Battle 263: That dude (TD) DEFEATED people (8H) : That dude 13, people 39
Battle 264: people (9C) DEFEATED That dude (3D) : That dude 12, people 40
Battle 265: That dude (TH) DEFEATED people (2H) : That dude 13, people 39
Battle 266: people (7H) DEFEATED That dude (2D) : That dude 12, people 40
Battle 267: That dude (QD) DEFEATED people (5C) : That dude 13, people 39
Battle 268: people (7D) DEFEATED That dude (4H) : That dude 12, people 40
Battle 269: That dude (AS) DEFEATED people (2S) : That dude 13, people 39
Battle 270: people (JS) DEFEATED That dude (6H) : That dude 12, people 40
Battle 271: That dude (TC) DEFEATED people (4D) : That dude 13, people 39
Battle 272: people (QS) DEFEATED That dude (9H) : That dude 12, people 40
Battle 273: That dude (JC) DEFEATED people (3S) : That dude 13, people 39
Battle 274: people (KC) DEFEATED That dude (6S) : That dude 12, people 40
Battle 275: That dude (TD) DEFEATED people (9D) : That dude 13, people 39
Battle 276: people (AD) DEFEATED That dude (8H) : That dude 12, people 40
Battle 277: That dude (TH) DEFEATED people (7S) : That dude 13, people 39
Battle 278: people (TS) DEFEATED That dude (2H) : That dude 12, people 40
Battle 279: That dude (QD) DEFEATED people (3C) : That dude 13, people 39
Battle 280: people (AC) DEFEATED That dude (5C) : That dude 12, people 40
Battle 281: That dude (AS) DEFEATED people (5H) : That dude 13, people 39
Battle 282: people (8C) DEFEATED That dude (2S) : That dude 12, people 40
Battle 283: That dude (TC) DEFEATED people (4C) : That dude 13, people 39
Battle 284: people (KH) DEFEATED That dude (4D) : That dude 12, people 40
Battle 285: That dude (JC) DEFEATED people (4S) : That dude 13, people 39
Battle 286: people (QH) DEFEATED That dude (3S) : That dude 12, people 40
Battle 287: That dude (TD) DEFEATED people (9S) : That dude 13, people 39
Battle 288: people (JH) DEFEATED That dude (9D) : That dude 12, people 40
Battle 289: That dude (TH) DEFEATED people (5D) : That dude 13, people 39
Battle 290: people (KS) DEFEATED That dude (7S) : That dude 12, people 40
Battle 291: That dude (QD) DEFEATED people (6C) : That dude 13, people 39
Battle 292: people (8D) DEFEATED That dude (3C) : That dude 12, people 40
Battle 293: That dude (AS) DEFEATED people (2C) : That dude 13, people 39
Battle 294: people (KD) DEFEATED That dude (5H) : That dude 12, people 40
Battle 295: That dude (TC) DEFEATED people (3H) : That dude 13, people 39
Battle 296: people (7C) DEFEATED That dude (4C) : That dude 12, people 40
Battle 297: That dude (JC) DEFEATED people (8S) : That dude 13, people 39
Battle 298: people (JD) DEFEATED That dude (4S) : That dude 12, people 40
Battle 299: That dude (TD) DEFEATED people (5S) : That dude 13, people 39
Battle 300: people (QC) DEFEATED That dude (9S) : That dude 12, people 40
Battle 301: That dude (TH) DEFEATED people (6D) : That dude 13, people 39
Battle 302: people (AH) DEFEATED That dude (5D) : That dude 12, people 40
Battle 303: That dude (QD) DEFEATED people (3D) : That dude 13, people 39
Battle 304: people (9C) DEFEATED That dude (6C) : That dude 12, people 40
Battle 305: That dude (AS) DEFEATED people (2D) : That dude 13, people 39
Battle 306: people (7H) DEFEATED That dude (2C) : That dude 12, people 40
Battle 307: That dude (TC) DEFEATED people (4H) : That dude 13, people 39
Battle 308: people (7D) DEFEATED That dude (3H) : That dude 12, people 40
Battle 309: That dude (JC) DEFEATED people (6H) : That dude 13, people 39
Battle 310: people (JS) DEFEATED That dude (8S) : That dude 12, people 40
Battle 311: That dude (TD) DEFEATED people (9H) : That dude 13, people 39
Battle 312: people (QS) DEFEATED That dude (5S) : That dude 12, people 40
Battle 313: That dude (TH) DEFEATED people (6S) : That dude 13, people 39
Battle 314: people (KC) DEFEATED That dude (6D) : That dude 12, people 40
Battle 315: That dude (QD) DEFEATED people (8H) : That dude 13, people 39
Battle 316: people (AD) DEFEATED That dude (3D) : That dude 12, people 40
Battle 317: That dude (AS) DEFEATED people (2H) : That dude 13, people 39
Battle 318: people (TS) DEFEATED That dude (2D) : That dude 12, people 40
Battle 319: That dude (TC) DEFEATED people (5C) : That dude 13, people 39
Battle 320: people (AC) DEFEATED That dude (4H) : That dude 12, people 40
Battle 321: That dude (JC) DEFEATED people (2S) : That dude 13, people 39
Battle 322: people (8C) DEFEATED That dude (6H) : That dude 12, people 40
Battle 323: That dude (TD) DEFEATED people (4D) : That dude 13, people 39
Battle 324: people (KH) DEFEATED That dude (9H) : That dude 12, people 40
Battle 325: That dude (TH) DEFEATED people (3S) : That dude 13, people 39
Battle 326: people (QH) DEFEATED That dude (6S) : That dude 12, people 40
Battle 327: That dude (QD) DEFEATED people (9D) : That dude 13, people 39
Battle 328: people (JH) DEFEATED That dude (8H) : That dude 12, people 40
Battle 329: That dude (AS) DEFEATED people (7S) : That dude 13, people 39
Battle 330: people (KS) DEFEATED That dude (2H) : That dude 12, people 40
Battle 331: That dude (TC) DEFEATED people (3C) : That dude 13, people 39
Battle 332: people (8D) DEFEATED That dude (5C) : That dude 12, people 40
Battle 333: That dude (JC) DEFEATED people (5H) : That dude 13, people 39
Battle 334: people (KD) DEFEATED That dude (2S) : That dude 12, people 40
Battle 335: That dude (TD) DEFEATED people (4C) : That dude 13, people 39
Battle 336: people (7C) DEFEATED That dude (4D) : That dude 12, people 40
Battle 337: That dude (TH) DEFEATED people (4S) : That dude 13, people 39
Battle 338: people (JD) DEFEATED That dude (3S) : That dude 12, people 40
Battle 339: That dude (QD) DEFEATED people (9S) : That dude 13, people 39
Battle 340: people (QC) DEFEATED That dude (9D) : That dude 12, people 40
Battle 341: That dude (AS) DEFEATED people (5D) : That dude 13, people 39
Battle 342: people (AH) DEFEATED That dude (7S) : That dude 12, people 40
Battle 343: That dude (TC) DEFEATED people (6C) : That dude 13, people 39
Battle 344: people (9C) DEFEATED That dude (3C) : That dude 12, people 40
Battle 345: That dude (JC) DEFEATED people (2C) : That dude 13, people 39
Battle 346: people (7H) DEFEATED That dude (5H) : That dude 12, people 40
Battle 347: That dude (TD) DEFEATED people (3H) : That dude 13, people 39
Battle 348: people (7D) DEFEATED That dude (4C) : That dude 12, people 40
Battle 349: That dude (TH) DEFEATED people (8S) : That dude 13, people 39
Battle 350: people (JS) DEFEATED That dude (4S) : That dude 12, people 40
Battle 351: That dude (QD) DEFEATED people (5S) : That dude 13, people 39
Battle 352: people (QS) DEFEATED That dude (9S) : That dude 12, people 40
Battle 353: That dude (AS) DEFEATED people (6D) : That dude 13, people 39
Battle 354: people (KC) DEFEATED That dude (5D) : That dude 12, people 40
Battle 355: That dude (TC) DEFEATED people (3D) : That dude 13, people 39
Battle 356: people (AD) DEFEATED That dude (6C) : That dude 12, people 40
Battle 357: That dude (JC) DEFEATED people (2D) : That dude 13, people 39
Battle 358: people (TS) DEFEATED That dude (2C) : That dude 12, people 40
Battle 359: That dude (TD) DEFEATED people (4H) : That dude 13, people 39
Battle 360: people (AC) DEFEATED That dude (3H) : That dude 12, people 40
Battle 361: That dude (TH) DEFEATED people (6H) : That dude 13, people 39
Battle 362: people (8C) TIED That dude (8S) : That dude 8, people 44
Battle 363: That dude (TC) DEFEATED people (8H) : That dude 9, people 43
Battle 364: people (JH) DEFEATED That dude (3D) : That dude 8, people 44
Battle 365: That dude (JC) DEFEATED people (2H) : That dude 9, people 43
Battle 366: people (KS) DEFEATED That dude (2D) : That dude 8, people 44
Battle 367: That dude (TD) DEFEATED people (5C) : That dude 9, people 43
Battle 368: people (8D) DEFEATED That dude (4H) : That dude 8, people 44
Battle 369: That dude (TH) DEFEATED people (2S) : That dude 9, people 43
Battle 370: people (KD) DEFEATED That dude (6H) : That dude 8, people 44
Battle 371: That dude (TC) DEFEATED people (4D) : That dude 9, people 43
Battle 372: That dude (8H) DEFEATED people (7C) : That dude 10, people 42
Battle 373: That dude (JC) DEFEATED people (3S) : That dude 11, people 41
Battle 374: people (JD) DEFEATED That dude (2H) : That dude 10, people 42
Battle 375: That dude (TD) DEFEATED people (9D) : That dude 11, people 41
Battle 376: people (QC) DEFEATED That dude (5C) : That dude 10, people 42
Battle 377: That dude (TH) DEFEATED people (7S) : That dude 11, people 41
Battle 378: people (AH) DEFEATED That dude (2S) : That dude 10, people 42
Battle 379: That dude (TC) DEFEATED people (3C) : That dude 11, people 41
Battle 380: people (9C) DEFEATED That dude (4D) : That dude 10, people 42
Battle 381: That dude (8H) DEFEATED people (5H) : That dude 11, people 41
Battle 382: people (7H) TIED That dude (7C) : That dude 6, people 46
Battle 383: That dude (TH) DEFEATED people (9S) : That dude 7, people 45
Battle 384: people (QS) DEFEATED That dude (7S) : That dude 6, people 46
Battle 385: That dude (TC) DEFEATED people (5D) : That dude 7, people 45
Battle 386: people (KC) DEFEATED That dude (3C) : That dude 6, people 46
Battle 387: That dude (8H) DEFEATED people (6C) : That dude 7, people 45
Battle 388: people (AD) DEFEATED That dude (5H) : That dude 6, people 46
Battle 389: That dude (TH) DEFEATED people (2C) : That dude 7, people 45
Battle 390: people (TS) DEFEATED That dude (9S) : That dude 6, people 46
Battle 391: That dude (TC) DEFEATED people (3H) : That dude 7, people 45
Battle 392: people (AC) DEFEATED That dude (5D) : That dude 6, people 46
Battle 393: people (8S) TIED That dude (8H) : That dude 1, people 51
Battle 394: people (6D) DEFEATED That dude (3H) : That dude 0, people 52
people (1)  DEFEATED That dude (0)  in 202 Battles and 10 Wars
===
are  VS. playing here my dude 
Battle 1: playing here my dude  (6C) DEFEATED are  (2H) : are  25, playing here my dude  27
Battle 2: are  (KS) DEFEATED playing here my dude  (QD) : are  26, playing here my dude  26
Battle 3: are  (KC) DEFEATED playing here my dude  (8C) : are  27, playing here my dude  25
Battle 4: playing here my dude  (9D) DEFEATED are  (4D) : are  26, playing here my dude  26
Battle 5: playing here my dude  (9S) DEFEATED are  (3H) : are  25, playing here my dude  27
Battle 6: are  (AD) DEFEATED playing here my dude  (QH) : are  26, playing here my dude  26
Battle 7: playing here my dude  (TH) DEFEATED are  (9C) : are  25, playing here my dude  27
Battle 8: playing here my dude  (TD) DEFEATED are  (2S) : are  24, playing here my dude  28
Battle 9: playing here my dude  (TC) DEFEATED are  (7S) : are  23, playing here my dude  29
Battle 10: playing here my dude  (QC) DEFEATED are  (4C) : are  22, playing here my dude  30
Battle 11: are  (JC) DEFEATED playing here my dude  (6D) : are  23, playing here my dude  29
Battle 12: playing here my dude  (JD) DEFEATED are  (3C) : are  22, playing here my dude  30
Battle 13: are  (5H) DEFEATED playing here my dude  (2D) : are  23, playing here my dude  29
Battle 14: playing here my dude  (7H) DEFEATED are  (5D) : are  22, playing here my dude  30
Battle 15: playing here my dude  (5S) DEFEATED are  (4H) : are  21, playing here my dude  31
Battle 16: playing here my dude  (7C) DEFEATED are  (2C) : are  20, playing here my dude  32
Battle 17: playing here my dude  (AC) TIED are  (AH) : are  25, playing here my dude  27
Battle 18: playing here my dude  (9H) DEFEATED are  (7D) : are  24, playing here my dude  28
Battle 19: are  (8S) DEFEATED playing here my dude  (5C) : are  25, playing here my dude  27
